start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index
,,,,0.78,1.7,자전거보행자겸용도로,Y,0,0.0936
,,,,0.87,1.2,자전거보행자겸용도로,Y,0,0.0564
,,,,0.45,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.07,1.8,자전거보행자겸용도로,Y,0,0.0981
,,,,0.07,1.8,자전거보행자겸용도로,Y,0,0.0981
,,,,0.15,1.2,자전거보행자겸용도로,Y,0,0.0533
,,,,0.91,1.4,자전거보행자겸용도로,Y,0,0.0716
,,,,0.87,1.2,자전거보행자겸용도로,Y,0,0.0564
,,,,0.4,1.8,자전거보행자겸용도로,Y,0,0.0995
,,,,0.22,1.7,자전거보행자겸용도로,Y,0,0.0912
,,,,0.22,1.6,자전거보행자겸용도로,Y,0,0.0837
,,,,0.56,2.3,자전거보행자겸용도로,Y,1,0.1378
,,,,0.63,1.7,자전거보행자겸용도로,Y,0,0.093
,,,,0.5,1.7,자전거보행자겸용도로,Y,0,0.0924
,,,,0.52,2.3,자전거보행자겸용도로,Y,1,0.1377
,,,,0.58,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.56,1.8,자전거보행자겸용도로,Y,0,0.1002
,,,,0.2,1.5,자전거보행자겸용도로,Y,0,0.0761
,,,,0.29,2.0,자전거전용도로,Y,1,0.1141
,,,,0.41,2.5,자전거보행자겸용도로,Y,1,0.1523
,,,,0.96,3.6,자전거보행자겸용도로,Y,1,0.2374
,,,,0.94,1.8,자전거보행자겸용도로,Y,0,0.1018
,,,,0.41,2.0,자전거보행자겸용도로,Y,1,0.1146
,,,,1.16,3.2,자전거보행자겸용도로,Y,1,0.2082
,,,,1.97,1.5,자전거보행자겸용도로,Y,0,0.0837
,,,,1.45,1.3,자전거보행자겸용도로,Y,0,0.0664
,,,,0.23,1.4,자전거보행자겸용도로,Y,0,0.0687
,,,,0.21,1.5,자전거보행자겸용도로,Y,0,0.0761
,,,,0.21,1.5,자전거보행자겸용도로,Y,0,0.0761
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.26,2.0,자전거보행자겸용도로,Y,1,0.114
,,,,0.5,2.0,자전거보행자겸용도로,Y,1,0.115
,,,,0.49,2.0,자전거보행자겸용도로,Y,1,0.115
,,,,0.17,2.0,자전거보행자겸용도로,Y,1,0.1136
,,,,0.2,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.5,2.0,자전거보행자겸용도로,Y,1,0.115
,,,,2.58,1.5,자전거보행자겸용도로,Y,0,0.0863
,,,,0.15,1.8,자전거보행자겸용도로,Y,0,0.0985
,,,,0.32,3.0,자전거보행자겸용도로,Y,1,0.1895
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.45,1.5,자전거보행자겸용도로,Y,0,0.0772
,,,,0.3,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.8,1.5,자전거보행자겸용도로,Y,0,0.0787
,,,,0.15,1.8,자전거보행자겸용도로,Y,0,0.0985
,,,,0.45,1.6,자전거보행자겸용도로,Y,0,0.0847
,,,,0.63,1.6,자전거보행자겸용도로,Y,0,0.0855
,,,,0.06,1.5,자전거보행자겸용도로,Y,0,0.0755
,,,,0.36,1.5,자전거보행자겸용도로,Y,0,0.0768
,,,,0.11,1.2,자전거보행자겸용도로,Y,0,0.0531
,,,,0.11,1.2,자전거보행자겸용도로,Y,0,0.0531
,,,,0.87,1.2,자전거보행자겸용도로,Y,0,0.0564
,,,,0.77,2.5,자전거보행자겸용도로,Y,1,0.1538
,,,,0.6,2.7,자전거보행자겸용도로,Y,1,0.1681
,,,,0.16,4.3,자전거보행자겸용도로,Y,1,0.2867
,,,,0.64,1.5,자전거보행자겸용도로,Y,0,0.078
,,,,0.56,4.0,자전거보행자겸용도로,Y,1,0.2658
,,,,0.19,4.0,자전거보행자겸용도로,Y,1,0.2642
,,,,0.23,4.0,자전거보행자겸용도로,Y,1,0.2644
,,,,3.1,3.0,자전거보행자겸용도로,Y,1,0.2015
,,,,0.35,3.0,자전거보행자겸용도로,Y,1,0.1896
,,,,0.16,1.5,자전거보행자겸용도로,Y,0,0.0759
,,,,0.33,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.13,1.5,자전거보행자겸용도로,Y,0,0.0758
,,,,0.19,1.2,자전거보행자겸용도로,Y,0,0.0535
,,,,0.21,1.2,자전거보행자겸용도로,Y,0,0.0535
,,,,2.69,1.5,자전거보행자겸용도로,Y,0,0.0868
,,,,0.24,1.5,자전거보행자겸용도로,Y,0,0.0763
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.13,1.2,자전거보행자겸용도로,Y,0,0.0532
,,,,0.24,1.2,자전거보행자겸용도로,Y,0,0.0537
,,,,0.24,2.0,자전거보행자겸용도로,Y,1,0.1139
,,,,0.24,2.0,자전거보행자겸용도로,Y,1,0.1139
,,,,0.41,1.4,자전거보행자겸용도로,Y,0,0.0695
,,,,0.41,3.0,자전거보행자겸용도로,Y,1,0.1899
,,,,0.43,2.0,자전거보행자겸용도로,Y,1,0.1147
,,,,0.43,4.0,자전거보행자겸용도로,Y,1,0.2652
,,,,0.24,1.4,자전거보행자겸용도로,Y,0,0.0687
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.58,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.29,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.24,1.5,자전거보행자겸용도로,Y,0,0.0763
,,,,0.22,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,0.22,1.2,자전거보행자겸용도로,Y,0,0.0536
,,,,0.14,2.2,자전거보행자겸용도로,Y,1,0.1285
,,,,0.7,2.2,자전거보행자겸용도로,Y,1,0.1309
,,,,0.32,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.17,1.5,자전거보행자겸용도로,Y,0,0.076
,,,,1.3,2.2,자전거보행자겸용도로,Y,1,0.1335
,,,,0.13,1.1,자전거보행자겸용도로,Y,0,0.0457
,,,,0.12,1.5,자전거보행자겸용도로,Y,0,0.0757
,,,,0.48,1.5,자전거보행자겸용도로,Y,0,0.0773
,,,,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774
,,,,0.12,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.62,1.5,자전거보행자겸용도로,Y,0,0.0779
,,,,0.62,1.5,자전거보행자겸용도로,Y,0,0.0779
,,,,0.9,1.5,자전거보행자겸용도로,Y,0,0.0791
,,,,0.9,1.5,자전거보행자겸용도로,Y,0,0.0791
,,,,0.4,1.5,자전거보행자겸용도로,Y,0,0.0769
,,,,0.4,3.0,자전거보행자겸용도로,Y,1,0.1898
,,,,0.57,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.42,2.5,자전거보행자겸용도로,Y,1,0.1523
,,,,0.12,2.5,자전거보행자겸용도로,Y,1,0.151
,,,,0.25,1.5,자전거보행자겸용도로,Y,0,0.0763
,,,,0.7,1.5,자전거보행자겸용도로,Y,0,0.0782
,,,,0.2,0.9,자전거보행자겸용도로,Y,0,0.0309
,,,,1.1,1.4,자전거보행자겸용도로,Y,0,0.0724
,,,,1.01,1.4,자전거보행자겸용도로,Y,0,0.072
,,,,0.17,0.9,자전거보행자겸용도로,Y,0,0.0308
,,,,0.63,1.5,자전거보행자겸용도로,Y,0,0.0779
,,,,0.57,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.65,1.8,자전거보행자겸용도로,Y,0,0.1006
,,,,0.12,2.2,자전거보행자겸용도로,Y,1,0.1284
,,,,0.78,1.2,자전거보행자겸용도로,Y,0,0.056
,,,,0.82,1.2,자전거보행자겸용도로,Y,0,0.0562
,,,,0.6,1.5,자전거보행자겸용도로,Y,0,0.0778
,,,,0.6,1.5,자전거보행자겸용도로,Y,0,0.0778
,,,,0.08,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.25,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.23,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,0.38,1.5,자전거보행자겸용도로,Y,0,0.0769
,,,,0.29,3.0,자전거보행자겸용도로,Y,1,0.1894
,,,,0.62,1.5,자전거보행자겸용도로,Y,0,0.0779
,,,,1.16,1.0,자전거보행자겸용도로,Y,0,0.0426
,,,,1.22,1.0,자전거보행자겸용도로,Y,0,0.0428
,,,,0.24,1.2,자전거보행자겸용도로,Y,0,0.0537
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.28,1.0,자전거보행자겸용도로,Y,0,0.0388
,,,,0.88,1.6,자전거보행자겸용도로,Y,0,0.0865
,,,,0.33,2.0,자전거보행자겸용도로,Y,1,0.1143
,,,,0.45,7.6,자전거보행자겸용도로,Y,1,0.5363
,,,,0.23,7.6,자전거보행자겸용도로,Y,1,0.5354
,,,,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,3.16,2.0,자전거보행자겸용도로,Y,1,0.1264
,,,,1.12,2.3,자전거보행자겸용도로,Y,1,0.1403
,,,,0.79,7.3,자전거보행자겸용도로,Y,1,0.5152
,,,,0.12,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.39,4.0,자전거전용도로,Y,1,0.2651
,,,,0.39,4.0,자전거전용도로,Y,1,0.2651
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,1.15,2.5,자전거보행자겸용도로,Y,1,0.1554
,,,,0.44,2.2,자전거보행자겸용도로,Y,1,0.1298
,,,,0.65,2.8,자전거전용도로,Y,1,0.1759
,,,,0.79,1.7,자전거보행자겸용도로,Y,0,0.0937
,,,,0.16,1.7,자전거전용도로,Y,0,0.091
,,,,0.45,1.7,자전거보행자겸용도로,Y,0,0.0922
,,,,2.25,2.1,자전거보행자겸용도로,Y,1,0.1301
,,,,2.31,2.0,자전거보행자겸용도로,Y,1,0.1228
,,,,0.41,1.5,자전거보행자겸용도로,Y,0,0.077
,,,,0.93,2.0,자전거보행자겸용도로,Y,1,0.1169
,,,,1.01,3.0,자전거보행자겸용도로,Y,1,0.1925
,,,,1.23,1.5,자전거보행자겸용도로,Y,0,0.0805
,,,,1.8,1.5,자전거보행자겸용도로,Y,0,0.083
,,,,1.19,2.0,자전거보행자겸용도로,Y,1,0.118
,,,,0.24,1.2,자전거보행자겸용도로,Y,0,0.0537
,,,,0.14,1.7,자전거전용도로,Y,0,0.0909
,,,,0.77,2.7,자전거보행자겸용도로,Y,1,0.1689
,,,,0.31,2.0,자전거전용도로,Y,1,0.1142
,,,,0.9,2.0,자전거보행자겸용도로,Y,1,0.1167
,,,,0.25,2.5,자전거전용도로,Y,1,0.1516
,,,,0.22,2.5,자전거전용도로,Y,1,0.1514
,,,,1.12,2.3,자전거보행자겸용도로,Y,1,0.1403
,,,,0.42,2.0,자전거전용도로,Y,1,0.1147
,,,,0.16,3.5,자전거보행자겸용도로,Y,1,0.2265
,,,,0.27,1.5,자전거전용도로,Y,0,0.0764
,,,,0.1,3.5,자전거전용도로,Y,1,0.2262
,,,,0.14,2.0,자전거전용도로,Y,1,0.1135
,,,,0.38,2.7,자전거보행자겸용도로,Y,1,0.1672
,,,,0.11,2.7,자전거보행자겸용도로,Y,1,0.166
,,,,0.24,1.6,자전거전용도로,Y,0,0.0838
,,,,0.09,3.5,자전거보행자겸용도로,Y,1,0.2262
,,,,0.7,2.0,자전거전용도로,Y,1,0.1159
,,,,0.32,1.7,자전거보행자겸용도로,Y,0,0.0917
,,,,3.16,3.3,자전거보행자겸용도로,Y,1,0.2243
,,,,0.21,1.0,자전거보행자겸용도로,Y,0,0.0385
,,,,1.15,2.8,자전거전용도로,Y,1,0.178
,,,,0.14,1.5,자전거보행자겸용도로,Y,0,0.0758
,,,,0.11,2.8,자전거보행자겸용도로,Y,1,0.1735
,,,,0.11,1.5,자전거보행자겸용도로,Y,0,0.0757
,,,,1.39,2.3,자전거보행자겸용도로,Y,1,0.1414
,,,,1.31,2.0,자전거보행자겸용도로,Y,1,0.1185
,,,,1.05,2.2,자전거보행자겸용도로,Y,1,0.1324
,,,,1.23,2.0,자전거보행자겸용도로,Y,1,0.1181
,,,,0.43,6.8,자전거보행자겸용도로,Y,1,0.476
,,,,0.57,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.32,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138
,,,,1.2,1.3,자전거보행자겸용도로,Y,0,0.0653
,,,,0.11,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.49,5.5,자전거보행자겸용도로,Y,1,0.3784
,,,,1.64,2.0,자전거보행자겸용도로,Y,1,0.1199
,,,,0.77,3.0,자전거전용도로,Y,1,0.1914
,,,,0.24,3.0,자전거보행자겸용도로,Y,1,0.1892
,,,,0.37,3.0,자전거전용도로,Y,1,0.1897
,,,,0.51,3.0,자전거전용도로,Y,1,0.1903
,,,,0.29,3.5,자전거보행자겸용도로,Y,1,0.227
,,,,0.16,2.8,자전거전용도로,Y,1,0.1738
,,,,0.07,1.0,자전거보행자겸용도로,Y,0,0.0379
,,,,0.67,3.5,자전거보행자겸용도로,Y,1,0.2286
,,,,0.15,2.7,자전거보행자겸용도로,Y,1,0.1662
,,,,0.6,3.0,자전거보행자겸용도로,Y,1,0.1907
,,,,0.56,3.0,자전거전용도로,Y,1,0.1905
,,,,0.13,3.5,자전거보행자겸용도로,Y,1,0.2263
,,,,0.23,3.0,자전거보행자겸용도로,Y,1,0.1891
,,,,0.2,3.0,자전거보행자겸용도로,Y,1,0.189
,,,,19.85,1.8,,,0,0.1831
,,,,0.418,3.0,자전거보행자겸용도로,Y,1,0.1899
,,,,0.645,2.2,자전거전용도로,Y,1,0.1307
,,,,0.7,2.5,자전거보행자겸용도로,Y,1,0.1535
,,,,1.43,1.5,자전거보행자겸용도로,Y,0,0.0814
,,,,0.27,1.6,자전거보행자겸용도로,Y,0,0.0839
,,,,0.17,1.6,자전거보행자겸용도로,Y,0,0.0835
,,,,0.28,2.0,자전거보행자겸용도로,Y,1,0.1141
,,,,0.91,2.0,자전거전용도로,Y,1,0.1168
,,,,0.48,2.0,자전거보행자겸용도로,Y,1,0.1149
,,,,0.38,2.0,자전거전용도로,Y,1,0.1145
,,,,1.29,2.0,자전거보행자겸용도로,Y,1,0.1184
,,,,0.26,2.0,자전거전용도로,Y,1,0.114
,,,,0.82,2.0,자전거전용도로,Y,1,0.1164
,,,,0.16,1.0,자전거보행자겸용도로,Y,0,0.0383
,,,,1.01,2.0,자전거보행자겸용도로,Y,1,0.1172
,,,,1.28,1.5,자전거보행자겸용도로,Y,0,0.0807
,,,,1.84,3.0,자전거보행자겸용도로,Y,1,0.196
,,,,5.43,2.0,자전거보행자겸용도로,Y,1,0.1362
,,,,5.51,2.0,자전거보행자겸용도로,Y,1,0.1365
,,,,1.81,2.0,자전거보행자겸용도로,Y,1,0.1206
,,,,0.37,3.0,자전거보행자겸용도로,Y,1,0.1897
,,,,0.731,2.4,자전거전용도로,Y,1,0.1461
,,,,0.734,3.0,자전거보행자겸용도로,Y,1,0.1913
,,,,0.645,2.4,자전거전용도로,Y,1,0.1457
,,,,0.68,2.8,자전거전용도로,Y,1,0.176
,,,,0.4,2.0,자전거보행자겸용도로,Y,1,0.1146
,,,,2.53,2.3,자전거보행자겸용도로,Y,1,0.1463
,,,,0.1,2.3,자전거보행자겸용도로,Y,1,0.1359
,,,,1.04,2.0,자전거보행자겸용도로,Y,1,0.1173
,,,,4.01,2.8,자전거전용도로,Y,1,0.1903
,,,,0.95,2.5,자전거보행자겸용도로,Y,1,0.1546
,,,,1.047,2.2,자전거전용도로,Y,1,0.1324
,,,,19.85,1.5,,,0,0.1606
,,,,0.2,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.45,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.31,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,1.46,1.7,자전거보행자겸용도로,Y,0,0.0966
,,,,0.12,1.7,자전거보행자겸용도로,Y,0,0.0908
,,,,0.19,1.6,자전거보행자겸용도로,Y,0,0.0836
,,,,1.07,1.5,자전거보행자겸용도로,Y,0,0.0798
,,,,0.17,1.5,자전거보행자겸용도로,Y,0,0.076
,,,,1.03,1.5,자전거보행자겸용도로,Y,0,0.0797
,,,,1.56,2.0,자전거보행자겸용도로,Y,1,0.1196
,,,,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,1.35,2.0,자전거보행자겸용도로,Y,1,0.1187
,,,,0.43,2.0,자전거보행자겸용도로,Y,1,0.1147
,,,,0.63,2.0,자전거보행자겸용도로,Y,1,0.1156
,,,,0.09,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.09,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.15,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.08,2.0,자전거보행자겸용도로,Y,1,0.1132
,,,,0.68,2.0,자전거보행자겸용도로,Y,1,0.1158
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.51,2.0,자전거전용도로,Y,1,0.1151
,,,,0.81,2.0,자전거전용도로,Y,1,0.1163
,,,,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137
,,,,0.28,1.5,자전거전용도로,Y,0,0.0764
,,,,3.36,1.5,,,0,0.0897
,,,,0.28,2.1,자전거보행자겸용도로,Y,1,0.1216
,,,,0.12,1.8,자전거보행자겸용도로,Y,0,0.0983
,,,,0.51,1.5,자전거보행자겸용도로,Y,0,0.0774
,,,,2.06,2.3,자전거보행자겸용도로,Y,1,0.1443
,,,,2.18,2.3,자전거보행자겸용도로,Y,1,0.1448
,,,,0.31,1.8,자전거보행자겸용도로,Y,0,0.0991
,,,,0.31,1.8,자전거보행자겸용도로,Y,0,0.0991
,,,,0.39,1.5,자전거보행자겸용도로,Y,0,0.0769
,,,,0.32,1.8,자전거보행자겸용도로,Y,0,0.0992
,,,,1.5,2.5,자전거전용도로,Y,1,0.1569
,,,,0.57,2.0,자전거보행자겸용도로,Y,1,0.1153
,,,,0.58,2.0,자전거보행자겸용도로,Y,1,0.1154
,,,,1.51,2.5,자전거전용도로,Y,1,0.157
,,,,2.07,3.0,자전거전용도로,Y,1,0.197
,,,,1.11,1.5,자전거보행자겸용도로,Y,0,0.08
,,,,0.44,1.3,자전거보행자겸용도로,Y,0,0.0621
,,,,0.32,1.3,자전거보행자겸용도로,Y,0,0.0615
,,,,0.66,1.4,자전거보행자겸용도로,Y,0,0.0705
,,,,0.13,1.4,자전거보행자겸용도로,Y,0,0.0683
,,,,1.71,1.3,자전거보행자겸용도로,Y,0,0.0675
,,,,0.77,1.1,자전거보행자겸용도로,Y,0,0.0484
,,,,0.11,1.3,자전거보행자겸용도로,Y,0,0.0606
,,,,0.19,1.3,자전거보행자겸용도로,Y,0,0.061
,,,,0.31,1.3,자전거보행자겸용도로,Y,0,0.0615
,,,,0.84,1.5,자전거보행자겸용도로,Y,0,0.0788
,,,,0.83,5.0,자전거전용도로,Y,1,0.3422
,,,,0.77,2.0,자전거보행자겸용도로,Y,1,0.1162
,,,,0.45,2.0,자전거보행자겸용도로,Y,1,0.1148
,,,,0.33,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.13,1.5,자전거보행자겸용도로,Y,0,0.0758
,,,,0.42,1.5,자전거보행자겸용도로,Y,0,0.077
,,,,0.13,2.0,자전거보행자겸용도로,Y,1,0.1134
,,,,0.81,2.0,자전거전용도로,Y,1,0.1163
,,,,0.52,4.0,자전거전용도로,Y,1,0.2656
,,,,0.56,2.0,자전거보행자겸용도로,Y,1,0.1153
,,,,0.1,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,0.68,3.0,자전거전용도로,Y,1,0.1911
,,,,0.85,3.0,자전거보행자겸용도로,Y,1,0.1918
,,,,0.98,3.0,자전거보행자겸용도로,Y,1,0.1923
,,,,0.13,1.8,자전거보행자겸용도로,Y,0,0.0984
,,,,0.36,2.3,자전거보행자겸용도로,Y,1,0.137
,,,,0.11,2.1,자전거보행자겸용도로,Y,1,0.1209
,,,,0.15,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.1,2.0,자전거보행자겸용도로,Y,1,0.1133
,,,,1.05,1.5,자전거보행자겸용도로,Y,0,0.0797
,,,,0.17,1.5,자전거보행자겸용도로,Y,0,0.076
,,,,0.83,1.8,자전거보행자겸용도로,Y,0,0.1014
,,,,0.81,1.8,자전거보행자겸용도로,Y,0,0.1013
,,,,0.39,1.8,자전거보행자겸용도로,Y,0,0.0995
,,,,0.14,1.8,자전거보행자겸용도로,Y,0,0.0984
,,,,0.2,1.9,자전거보행자겸용도로,Y,0,0.1062
,,,,3.36,1.5,,,0,0.0897
,,,,0.9,1.2,자전거보행자겸용도로,Y,0,0.0565
,,,,0.17,1.5,자전거보행자겸용도로,Y,0,0.076
,,,,0.47,1.7,자전거보행자겸용도로,Y,0,0.0923
,,,,0.15,3.0,자전거보행자겸용도로,Y,1,0.1888
,,,,0.21,1.1,자전거보행자겸용도로,Y,0,0.046
,,,,0.23,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,0.33,1.5,자전거보행자겸용도로,Y,0,0.0766
,,,,0.39,1.5,자전거보행자겸용도로,Y,0,0.0769
,,,,0.1,1.5,자전거보행자겸용도로,Y,0,0.0757
,,,,0.23,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,0.36,1.8,자전거보행자겸용도로,Y,0,0.0994
,,,,0.29,1.4,자전거보행자겸용도로,Y,0,0.0689
,,,,0.64,1.5,자전거보행자겸용도로,Y,0,0.078
,,,,0.6,1.5,자전거보행자겸용도로,Y,0,0.0778
,,,,0.58,1.5,자전거보행자겸용도로,Y,0,0.0777
,,,,0.66,1.7,자전거보행자겸용도로,Y,0,0.0931
,,,,0.78,1.5,자전거보행자겸용도로,Y,0,0.0786
,,,,0.39,1.5,자전거보행자겸용도로,Y,0,0.0769
,,,,0.12,1.5,자전거보행자겸용도로,Y,0,0.0757
,,,,0.71,2.0,자전거보행자겸용도로,Y,1,0.1159
,,,,0.74,2.0,자전거보행자겸용도로,Y,1,0.116
,,,,0.34,1.4,자전거보행자겸용도로,Y,0,0.0692
,,,,0.21,1.4,자전거보행자겸용도로,Y,0,0.0686
,,,,0.22,1.5,자전거보행자겸용도로,Y,0,0.0762
,,,,0.47,1.5,자전거보행자겸용도로,Y,0,0.0772
,,,,0.47,1.8,자전거보행자겸용도로,Y,0,0.0998
,,,,0.46,1.5,자전거보행자겸용도로,Y,0,0.0772
,,,,0.24,1.3,자전거보행자겸용도로,Y,0,0.0612
,,,,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,0.42,1.6,자전거보행자겸용도로,Y,0,0.0846
,,,,0.91,3.0,자전거보행자겸용도로,Y,1,0.192
,,,,1.16,1.3,자전거보행자겸용도로,Y,0,0.0652
,,,,0.46,1.5,자전거보행자겸용도로,Y,0,0.0772
,,,,0.7,1.5,자전거보행자겸용도로,Y,0,0.0782
,,,,0.16,2.0,자전거보행자겸용도로,Y,1,0.1135
,,,,1.11,1.5,자전거보행자겸용도로,Y,0,0.08
,,,,0.29,1.4,자전거보행자겸용도로,Y,0,0.0689
,,,,0.38,3.0,자전거보행자겸용도로,Y,1,0.1898
,,,,0.22,1.4,자전거보행자겸용도로,Y,0,0.0686
,,,,0.49,2.0,자전거보행자겸용도로,Y,1,0.115
,,,,0.18,3.0,자전거보행자겸용도로,Y,1,0.1889
,,,,0.25,1.3,자전거보행자겸용도로,Y,0,0.0612
,,,,0.25,1.6,자전거보행자겸용도로,Y,0,0.0838
,,,,0.16,1.6,자전거보행자겸용도로,Y,0,0.0834
,,,,0.16,1.8,자전거보행자겸용도로,Y,0,0.0985
,,,,0.48,1.6,자전거보행자겸용도로,Y,0,0.0848
,,,,0.47,1.0,자전거보행자겸용도로,Y,0,0.0396
,,,,0.41,2.2,자전거보행자겸용도로,Y,1,0.1297
,,,,0.41,2.0,자전거보행자겸용도로,Y,1,0.1146
,,,,0.15,1.5,자전거보행자겸용도로,Y,0,0.0759
,,,,0.6,1.4,자전거보행자겸용도로,Y,0,0.0703
37.075496,127.065129,37.108198,127.033708,1.16,2.0,자전거보행자겸용도로,Y,1,0.1178
37.09608084,127.0860616,37.096991,127.0385052,5.2,3.0,자전거보행자겸용도로,Y,1,0.2105
36.967306,127.050257,36.967628,127.057856,0.95,1.1,자전거전용도로,Y,0,0.0492
36.914079,126.908807,36.912002,126.907344,0.63,4.0,자전거보행자겸용도로,Y,1,0.2661
36.98546109,127.0815803,36.987904,127.080949,0.28,1.5,자전거보행자겸용도로,Y,0,0.0764
36.988244,127.090089,36.987011,127.087857,0.29,1.9,자전거보행자겸용도로,Y,0,0.1066
36.98546109,127.0815803,36.985662,127.082425,0.17,1.7,자전거보행자겸용도로,Y,0,0.091
36.98819512,127.080193,36.98546109,127.0815803,0.29,1.0,자전거보행자겸용도로,Y,0,0.0388
36.982062,127.079503,36.98546109,127.0815803,0.4,2.2,자전거보행자겸용도로,Y,1,0.1296
36.987011,127.087857,36.98546109,127.0815803,0.62,1.6,자전거보행자겸용도로,Y,0,0.0854
37.04096341,127.0669247,37.0443379,127.0616204,0.48,1.7,자전거보행자겸용도로,Y,0,0.0923
37.068082,127.0641509,37.0443379,127.0616204,2.47,1.5,자전거보행자겸용도로,Y,0,0.0858
36.985255,127.1083008,36.992113,127.1013399,0.39,1.5,자전거보행자겸용도로,Y,0,0.0769
36.985535,127.104679,36.992113,127.1013399,0.17,1.8,자전거보행자겸용도로,Y,0,0.0985
36.99320999,127.1375446,37.015982,127.011164,1.64,2.1,자전거보행자겸용도로,Y,1,0.1274
37.026949,127.01127,37.027274,127.0112682,0.12,3.0,자전거전용도로,Y,1,0.1886
37.026313,127.0187199,37.026313,127.0187199,0.14,3.0,자전거전용도로,Y,1,0.1887
37.0262044,127.0170654,37.0262044,127.0170654,0.21,3.0,자전거전용도로,Y,1,0.189
37.02641209,127.0133753,37.02641209,127.0133753,0.31,3.0,자전거전용도로,Y,1,0.1895
37.039925,127.029795,37.039925,127.029795,0.12,3.0,자전거전용도로,Y,1,0.1886
37.039925,127.029795,37.039925,127.029795,0.14,3.0,자전거전용도로,Y,1,0.1887
37.039925,127.029795,37.039925,127.029795,0.12,3.0,자전거전용도로,Y,1,0.1886
,,,,1.7,2.4,자전거보행자겸용도로,Y,1,0.1503
37.041118,127.102466,37.037589,127.101821,0.45,1.7,자전거보행자겸용도로,Y,0,0.0922
37.038449,127.105847,37.038888,127.098321,0.57,1.6,자전거보행자겸용도로,Y,0,0.0852
37.041594,127.107091,37.040567,127.0988029,0.61,1.5,자전거보행자겸용도로,Y,0,0.0778
37.078628,127.0633844,37.068082,127.0641509,0.56,1.6,자전거보행자겸용도로,Y,0,0.0852
37.071222,127.060165,37.068082,127.0641509,0.47,2.0,자전거보행자겸용도로,Y,1,0.1149
36.93487311,126.9903439,36.978348,126.978876,5.62,4.0,자전거보행자겸용도로,Y,1,0.2876
36.991822,126.8491833,36.989046,126.847034,0.36,5.4,자전거보행자겸용도로,Y,1,0.3703
36.98229818,126.852234,36.988659,126.8628942,0.83,1.8,자전거보행자겸용도로,Y,0,0.1014
36.989288,126.84876,36.991822,126.8491833,0.2,5.2,자전거보행자겸용도로,Y,1,0.3546
37.025014,126.912563,37.014337,126.91658,1.2,1.5,자전거보행자겸용도로,Y,0,0.0804
