start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index,tourist_count,cultural_count,leisure_count,facility_count,tourism_score,district_danger,road_attr_score,safety_score,final_score,tourism_score_v2,final_score_v2
37.847096,127.506113,37.854408,127.512206,1.28,3.4,자전거우선도로,Y,1,0.2237,0,0,0,0,0.0,0.253623188405797,0.3228939662726826,0.542084477259193,0.3252506863555157,0.194683,0.403124
37.843698,127.505464,37.847096,127.506113,0.39,3.4,자전거전용도로,Y,1,0.2199,0,0,0,0,0.0,0.253623188405797,0.315475238848398,0.538409160302167,0.3230454961813002,0.17166,0.391709
37.840184,127.506712,37.843698,127.505464,0.89,3.4,자전거우선도로,Y,1,0.2221,0,0,0,0,0.0,0.253623188405797,0.3196430632440635,0.5399428813304928,0.3239657287982957,0.12507,0.373994
37.823395,127.348983,37.826503,127.347988,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774,0,0,0,0,0.0,0.253623188405797,0.1117767756000598,0.4910879540880788,0.2946527724528472,0.18731,0.369577
37.826794,127.511767,37.836717,127.508467,1.2,1.5,자전거전용도로,Y,0,0.0804,0,3,0,0,0.073170731707317,0.253623188405797,0.1176117297539914,0.4944751575781692,0.3259533872298283,0.223142,0.385942
37.811109,127.521607,37.813046,127.510761,1.07,2.5,자전거보행자겸용도로,Y,1,0.1551,1,0,0,0,0.040650406504065,0.253623188405797,0.2242204031034261,0.5296363132605941,0.3340419505579824,0.198218,0.397069
37.813046,127.510761,37.811109,127.521607,1.07,2.5,자전거보행자겸용도로,Y,1,0.1551,1,0,0,0,0.040650406504065,0.253623188405797,0.2242204031034261,0.5296363132605941,0.3340419505579824,0.198218,0.397069
37.806735,127.526104,37.817211,127.519441,1.5,3.0,자전거보행자겸용도로,Y,1,0.1946,1,1,0,0,0.065040650406504,0.253623188405797,0.2816508859298523,0.5348346173366242,0.3469170305645761,0.234878,0.414852
37.813188,127.51523,37.806793,127.525101,1.2,2.8,자전거보행자겸용도로,Y,1,0.1782,1,0,0,0,0.040650406504065,0.253623188405797,0.2576117297539915,0.533967546513773,0.3366406905098897,0.21625,0.406881
37.816951,127.514508,37.825038,127.521506,1.2,3.0,자전거보행자겸용도로,Y,1,0.1933,1,3,0,0,0.1138211382113821,0.253623188405797,0.279150191292453,0.5348063438429554,0.3664122615903261,0.256739,0.423579
37.810578,127.497962,37.816951,127.514508,1.86,3.7,자전거우선도로,Y,1,0.2488,1,2,0,0,0.0894308943089431,0.253623188405797,0.3600363348793469,0.5414295783856539,0.3606301047549695,0.230812,0.417183
37.776159,127.466031,37.810578,127.497962,5.3,3.0,자전거보행자겸용도로,Y,1,0.2109,2,0,0,0,0.0813008130081301,0.253623188405797,0.3133263513369098,0.5473697486909398,0.3609421744178159,0.081301,0.360942
37.773089,127.460463,37.776159,127.466031,0.7,3.8,자전거우선도로,Y,1,0.2514,1,0,0,0,0.040650406504065,0.253623188405797,0.3611362130506337,0.537889565406465,0.338993901845505,0.04065,0.338994
37.772009,127.452293,37.773089,127.460463,0.8,3.2,자전거보행자겸용도로,Y,1,0.2066,0,0,0,0,0.0,0.253623188405797,0.2973543933143822,0.5332983077948769,0.3199789846769261,0.0,0.319979
37.762774,127.444841,37.772009,127.452293,1.18,3.0,자전거우선도로,Y,1,0.1932,0,0,0,0,0.0,0.253623188405797,0.2789834783166264,0.5348063438429554,0.3208838063057732,0.20754,0.4039
